Split,Digit Class,Filename, Black Counter, White Counter
3x3,0,116176-14-3.bmp,0,0
3x3,1,116176-14-3.bmp,0,0
3x3,2,116176-14-3.bmp,0,0
3x3,3,116176-14-3.bmp,0,0
3x3,4,116176-14-3.bmp,0,0
3x3,5,116176-14-3.bmp,0,0
3x3,6,116176-14-3.bmp,0,0
3x3,7,116176-14-3.bmp,0,0
3x3,8,116176-14-3.bmp,0,0
3x3,9,116176-14-3.bmp,178,110
5x5,0,116176-14-3.bmp,0,0
5x5,1,116176-14-3.bmp,0,0
5x5,2,116176-14-3.bmp,0,0
5x5,3,116176-14-3.bmp,0,0
5x5,4,116176-14-3.bmp,0,0
5x5,5,116176-14-3.bmp,0,0
5x5,6,116176-14-3.bmp,0,0
5x5,7,116176-14-3.bmp,0,0
5x5,8,116176-14-3.bmp,0,0
5x5,9,116176-14-3.bmp,100,100
1x1,0,126117-15-3.bmp,0,0
1x1,1,126117-15-3.bmp,0,0
1x1,2,126117-15-3.bmp,0,0
1x1,3,126117-15-3.bmp,0,0
1x1,4,126117-15-3.bmp,0,0
1x1,5,126117-15-3.bmp,0,0
1x1,6,126117-15-3.bmp,0,0
1x1,7,126117-15-3.bmp,0,0
1x1,8,126117-15-3.bmp,0,0
1x1,9,126117-15-3.bmp,268,122
2x2,0,126117-15-3.bmp,0,0
2x2,1,126117-15-3.bmp,0,0
2x2,2,126117-15-3.bmp,0,0
2x2,3,126117-15-3.bmp,0,0
2x2,4,126117-15-3.bmp,0,0
2x2,5,126117-15-3.bmp,0,0
2x2,6,126117-15-3.bmp,0,0
2x2,7,126117-15-3.bmp,0,0
2x2,8,126117-15-3.bmp,0,0
2x2,9,126117-15-3.bmp,249,115
3x3,0,126117-15-3.bmp,0,0
3x3,1,126117-15-3.bmp,0,0
3x3,2,126117-15-3.bmp,0,0
3x3,3,126117-15-3.bmp,0,0
3x3,4,126117-15-3.bmp,0,0
3x3,5,126117-15-3.bmp,0,0
3x3,6,126117-15-3.bmp,0,0
3x3,7,126117-15-3.bmp,0,0
3x3,8,126117-15-3.bmp,0,0
3x3,9,126117-15-3.bmp,250,110
5x5,0,126117-15-3.bmp,0,0
5x5,1,126117-15-3.bmp,0,0
5x5,2,126117-15-3.bmp,0,0
5x5,3,126117-15-3.bmp,0,0
5x5,4,126117-15-3.bmp,0,0
5x5,5,126117-15-3.bmp,0,0
5x5,6,126117-15-3.bmp,0,0
5x5,7,126117-15-3.bmp,0,0
5x5,8,126117-15-3.bmp,0,0
5x5,9,126117-15-3.bmp,261,114
1x1,0,126153-25-6.bmp,0,0
1x1,1,126153-25-6.bmp,0,0
1x1,2,126153-25-6.bmp,0,0
1x1,3,126153-25-6.bmp,0,0
1x1,4,126153-25-6.bmp,0,0
1x1,5,126153-25-6.bmp,0,0
1x1,6,126153-25-6.bmp,0,0
1x1,7,126153-25-6.bmp,0,0
1x1,8,126153-25-6.bmp,0,0
1x1,9,126153-25-6.bmp,222,114
2x2,0,126153-25-6.bmp,0,0
2x2,1,126153-25-6.bmp,0,0
2x2,2,126153-25-6.bmp,0,0
2x2,3,126153-25-6.bmp,0,0
2x2,4,126153-25-6.bmp,0,0
2x2,5,126153-25-6.bmp,0,0
2x2,6,126153-25-6.bmp,0,0
2x2,7,126153-25-6.bmp,0,0
2x2,8,126153-25-6.bmp,0,0
2x2,9,126153-25-6.bmp,222,114
3x3,0,126153-25-6.bmp,0,0
3x3,1,126153-25-6.bmp,0,0
3x3,2,126153-25-6.bmp,0,0
3x3,3,126153-25-6.bmp,0,0
3x3,4,126153-25-6.bmp,0,0
3x3,5,126153-25-6.bmp,0,0
3x3,6,126153-25-6.bmp,0,0
3x3,7,126153-25-6.bmp,0,0
3x3,8,126153-25-6.bmp,0,0
3x3,9,126153-25-6.bmp,176,112
5x5,0,126153-25-6.bmp,0,0
5x5,1,126153-25-6.bmp,0,0
5x5,2,126153-25-6.bmp,0,0
5x5,3,126153-25-6.bmp,0,0
5x5,4,126153-25-6.bmp,0,0
5x5,5,126153-25-6.bmp,0,0
5x5,6,126153-25-6.bmp,0,0
5x5,7,126153-25-6.bmp,0,0
5x5,8,126153-25-6.bmp,0,0
5x5,9,126153-25-6.bmp,109,91
1x1,0,116174-9-3.bmp,0,0
1x1,1,116174-9-3.bmp,0,0
1x1,2,116174-9-3.bmp,0,0
1x1,3,116174-9-3.bmp,0,0
1x1,4,116174-9-3.bmp,0,0
1x1,5,116174-9-3.bmp,0,0
1x1,6,116174-9-3.bmp,0,0
1x1,7,116174-9-3.bmp,0,0
1x1,8,116174-9-3.bmp,0,0
1x1,9,116174-9-3.bmp,194,128
2x2,0,116174-9-3.bmp,0,0
2x2,1,116174-9-3.bmp,0,0
2x2,2,116174-9-3.bmp,0,0
2x2,3,116174-9-3.bmp,0,0
2x2,4,116174-9-3.bmp,0,0
2x2,5,116174-9-3.bmp,0,0
2x2,6,116174-9-3.bmp,0,0
2x2,7,116174-9-3.bmp,0,0
2x2,8,116174-9-3.bmp,0,0
2x2,9,116174-9-3.bmp,186,122
3x3,0,116174-9-3.bmp,0,0
3x3,1,116174-9-3.bmp,0,0
3x3,2,116174-9-3.bmp,0,0
3x3,3,116174-9-3.bmp,0,0
3x3,4,116174-9-3.bmp,0,0
3x3,5,116174-9-3.bmp,0,0
3x3,6,116174-9-3.bmp,0,0
3x3,7,116174-9-3.bmp,0,0
3x3,8,116174-9-3.bmp,0,0
3x3,9,116174-9-3.bmp,138,114
5x5,0,116174-9-3.bmp,0,0
5x5,1,116174-9-3.bmp,0,0
5x5,2,116174-9-3.bmp,0,0
5x5,3,116174-9-3.bmp,0,0
5x5,4,116174-9-3.bmp,0,0
5x5,5,116174-9-3.bmp,0,0
5x5,6,116174-9-3.bmp,0,0
5x5,7,116174-9-3.bmp,0,0
5x5,8,116174-9-3.bmp,0,0
5x5,9,116174-9-3.bmp,99,101
1x1,0,116174-6-5.bmp,0,0
1x1,1,116174-6-5.bmp,0,0
1x1,2,116174-6-5.bmp,0,0
1x1,3,116174-6-5.bmp,0,0
1x1,4,116174-6-5.bmp,0,0
1x1,5,116174-6-5.bmp,0,0
1x1,6,116174-6-5.bmp,0,0
1x1,7,116174-6-5.bmp,0,0
1x1,8,116174-6-5.bmp,0,0
1x1,9,116174-6-5.bmp,263,157
2x2,0,116174-6-5.bmp,0,0
2x2,1,116174-6-5.bmp,0,0
2x2,2,116174-6-5.bmp,0,0
2x2,3,116174-6-5.bmp,0,0
2x2,4,116174-6-5.bmp,0,0
2x2,5,116174-6-5.bmp,0,0
2x2,6,116174-6-5.bmp,0,0
2x2,7,116174-6-5.bmp,0,0
2x2,8,116174-6-5.bmp,0,0
2x2,9,116174-6-5.bmp,243,149
3x3,0,116174-6-5.bmp,0,0
3x3,1,116174-6-5.bmp,0,0
3x3,2,116174-6-5.bmp,0,0
3x3,3,116174-6-5.bmp,0,0
3x3,4,116174-6-5.bmp,0,0
3x3,5,116174-6-5.bmp,0,0
3x3,6,116174-6-5.bmp,0,0
3x3,7,116174-6-5.bmp,0,0
3x3,8,116174-6-5.bmp,0,0
3x3,9,116174-6-5.bmp,254,151
5x5,0,116174-6-5.bmp,0,0
5x5,1,116174-6-5.bmp,0,0
5x5,2,116174-6-5.bmp,0,0
5x5,3,116174-6-5.bmp,0,0
5x5,4,116174-6-5.bmp,0,0
5x5,5,116174-6-5.bmp,0,0
5x5,6,116174-6-5.bmp,0,0
5x5,7,116174-6-5.bmp,0,0
5x5,8,116174-6-5.bmp,0,0
5x5,9,116174-6-5.bmp,230,145
1x1,0,126116-4-4.bmp,0,0
1x1,1,126116-4-4.bmp,0,0
1x1,2,126116-4-4.bmp,0,0
1x1,3,126116-4-4.bmp,0,0
1x1,4,126116-4-4.bmp,0,0
1x1,5,126116-4-4.bmp,0,0
1x1,6,126116-4-4.bmp,0,0
1x1,7,126116-4-4.bmp,0,0
1x1,8,126116-4-4.bmp,0,0
1x1,9,126116-4-4.bmp,296,200
2x2,0,126116-4-4.bmp,0,0
2x2,1,126116-4-4.bmp,0,0
2x2,2,126116-4-4.bmp,0,0
2x2,3,126116-4-4.bmp,0,0
2x2,4,126116-4-4.bmp,0,0
2x2,5,126116-4-4.bmp,0,0
2x2,6,126116-4-4.bmp,0,0
2x2,7,126116-4-4.bmp,0,0
2x2,8,126116-4-4.bmp,0,0
2x2,9,126116-4-4.bmp,290,190
3x3,0,126116-4-4.bmp,0,0
3x3,1,126116-4-4.bmp,0,0
3x3,2,126116-4-4.bmp,0,0
3x3,3,126116-4-4.bmp,0,0
3x3,4,126116-4-4.bmp,0,0
3x3,5,126116-4-4.bmp,0,0
3x3,6,126116-4-4.bmp,0,0
3x3,7,126116-4-4.bmp,0,0
3x3,8,126116-4-4.bmp,0,0
3x3,9,126116-4-4.bmp,279,171
5x5,0,126116-4-4.bmp,0,0
5x5,1,126116-4-4.bmp,0,0
5x5,2,126116-4-4.bmp,0,0
5x5,3,126116-4-4.bmp,0,0
5x5,4,126116-4-4.bmp,0,0
5x5,5,126116-4-4.bmp,0,0
5x5,6,126116-4-4.bmp,0,0
5x5,7,126116-4-4.bmp,0,0
5x5,8,126116-4-4.bmp,0,0
5x5,9,126116-4-4.bmp,279,171
1x1,0,37138-4-5.bmp,0,0
1x1,1,37138-4-5.bmp,0,0
1x1,2,37138-4-5.bmp,0,0
1x1,3,37138-4-5.bmp,0,0
1x1,4,37138-4-5.bmp,0,0
1x1,5,37138-4-5.bmp,0,0
1x1,6,37138-4-5.bmp,0,0
1x1,7,37138-4-5.bmp,0,0
1x1,8,37138-4-5.bmp,0,0
1x1,9,37138-4-5.bmp,557,163
2x2,0,37138-4-5.bmp,0,0
2x2,1,37138-4-5.bmp,0,0
2x2,2,37138-4-5.bmp,0,0
2x2,3,37138-4-5.bmp,0,0
2x2,4,37138-4-5.bmp,0,0
2x2,5,37138-4-5.bmp,0,0
2x2,6,37138-4-5.bmp,0,0
2x2,7,37138-4-5.bmp,0,0
2x2,8,37138-4-5.bmp,0,0
2x2,9,37138-4-5.bmp,557,163
3x3,0,37138-4-5.bmp,0,0
3x3,1,37138-4-5.bmp,0,0
3x3,2,37138-4-5.bmp,0,0
3x3,3,37138-4-5.bmp,0,0
3x3,4,37138-4-5.bmp,0,0
3x3,5,37138-4-5.bmp,0,0
3x3,6,37138-4-5.bmp,0,0
3x3,7,37138-4-5.bmp,0,0
3x3,8,37138-4-5.bmp,0,0
3x3,9,37138-4-5.bmp,499,149
5x5,0,37138-4-5.bmp,0,0
5x5,1,37138-4-5.bmp,0,0
5x5,2,37138-4-5.bmp,0,0
5x5,3,37138-4-5.bmp,0,0
5x5,4,37138-4-5.bmp,0,0
5x5,5,37138-4-5.bmp,0,0
5x5,6,37138-4-5.bmp,0,0
5x5,7,37138-4-5.bmp,0,0
5x5,8,37138-4-5.bmp,0,0
5x5,9,37138-4-5.bmp,545,155
1x1,0,37139-1-3.bmp,0,0
1x1,1,37139-1-3.bmp,0,0
1x1,2,37139-1-3.bmp,0,0
1x1,3,37139-1-3.bmp,0,0
1x1,4,37139-1-3.bmp,0,0
1x1,5,37139-1-3.bmp,0,0
1x1,6,37139-1-3.bmp,0,0
1x1,7,37139-1-3.bmp,0,0
1x1,8,37139-1-3.bmp,0,0
1x1,9,37139-1-3.bmp,573,175
2x2,0,37139-1-3.bmp,0,0
2x2,1,37139-1-3.bmp,0,0
2x2,2,37139-1-3.bmp,0,0
2x2,3,37139-1-3.bmp,0,0
2x2,4,37139-1-3.bmp,0,0
2x2,5,37139-1-3.bmp,0,0
2x2,6,37139-1-3.bmp,0,0
2x2,7,37139-1-3.bmp,0,0
2x2,8,37139-1-3.bmp,0,0
2x2,9,37139-1-3.bmp,573,175
3x3,0,37139-1-3.bmp,0,0
3x3,1,37139-1-3.bmp,0,0
3x3,2,37139-1-3.bmp,0,0
3x3,3,37139-1-3.bmp,0,0
3x3,4,37139-1-3.bmp,0,0
3x3,5,37139-1-3.bmp,0,0
3x3,6,37139-1-3.bmp,0,0
3x3,7,37139-1-3.bmp,0,0
3x3,8,37139-1-3.bmp,0,0
3x3,9,37139-1-3.bmp,530,163
5x5,0,37139-1-3.bmp,0,0
5x5,1,37139-1-3.bmp,0,0
5x5,2,37139-1-3.bmp,0,0
5x5,3,37139-1-3.bmp,0,0
5x5,4,37139-1-3.bmp,0,0
5x5,5,37139-1-3.bmp,0,0
5x5,6,37139-1-3.bmp,0,0
5x5,7,37139-1-3.bmp,0,0
5x5,8,37139-1-3.bmp,0,0
5x5,9,37139-1-3.bmp,453,147
1x1,0,116151-15-5.bmp,0,0
1x1,1,116151-15-5.bmp,0,0
1x1,2,116151-15-5.bmp,0,0
1x1,3,116151-15-5.bmp,0,0
1x1,4,116151-15-5.bmp,0,0
1x1,5,116151-15-5.bmp,0,0
1x1,6,116151-15-5.bmp,0,0
1x1,7,116151-15-5.bmp,0,0
1x1,8,116151-15-5.bmp,0,0
1x1,9,116151-15-5.bmp,262,143
2x2,0,116151-15-5.bmp,0,0
2x2,1,116151-15-5.bmp,0,0
2x2,2,116151-15-5.bmp,0,0
2x2,3,116151-15-5.bmp,0,0
2x2,4,116151-15-5.bmp,0,0
2x2,5,116151-15-5.bmp,0,0
2x2,6,116151-15-5.bmp,0,0
2x2,7,116151-15-5.bmp,0,0
2x2,8,116151-15-5.bmp,0,0
2x2,9,116151-15-5.bmp,233,131
3x3,0,116151-15-5.bmp,0,0
3x3,1,116151-15-5.bmp,0,0
3x3,2,116151-15-5.bmp,0,0
3x3,3,116151-15-5.bmp,0,0
3x3,4,116151-15-5.bmp,0,0
3x3,5,116151-15-5.bmp,0,0
3x3,6,116151-15-5.bmp,0,0
3x3,7,116151-15-5.bmp,0,0
3x3,8,116151-15-5.bmp,0,0
3x3,9,116151-15-5.bmp,262,143
5x5,0,116151-15-5.bmp,0,0
5x5,1,116151-15-5.bmp,0,0
5x5,2,116151-15-5.bmp,0,0
5x5,3,116151-15-5.bmp,0,0
5x5,4,116151-15-5.bmp,0,0
5x5,5,116151-15-5.bmp,0,0
5x5,6,116151-15-5.bmp,0,0
5x5,7,116151-15-5.bmp,0,0
5x5,8,116151-15-5.bmp,0,0
5x5,9,116151-15-5.bmp,242,133
1x1,0,37145-19-5.bmp,0,0
1x1,1,37145-19-5.bmp,0,0
1x1,2,37145-19-5.bmp,0,0
1x1,3,37145-19-5.bmp,0,0
1x1,4,37145-19-5.bmp,0,0
1x1,5,37145-19-5.bmp,0,0
1x1,6,37145-19-5.bmp,0,0
1x1,7,37145-19-5.bmp,0,0
1x1,8,37145-19-5.bmp,0,0
1x1,9,37145-19-5.bmp,660,176
2x2,0,37145-19-5.bmp,0,0
2x2,1,37145-19-5.bmp,0,0
2x2,2,37145-19-5.bmp,0,0
2x2,3,37145-19-5.bmp,0,0
2x2,4,37145-19-5.bmp,0,0
2x2,5,37145-19-5.bmp,0,0
2x2,6,37145-19-5.bmp,0,0
2x2,7,37145-19-5.bmp,0,0
2x2,8,37145-19-5.bmp,0,0
2x2,9,37145-19-5.bmp,660,176
3x3,0,37145-19-5.bmp,0,0
3x3,1,37145-19-5.bmp,0,0
3x3,2,37145-19-5.bmp,0,0
3x3,3,37145-19-5.bmp,0,0
3x3,4,37145-19-5.bmp,0,0
3x3,5,37145-19-5.bmp,0,0
3x3,6,37145-19-5.bmp,0,0
3x3,7,37145-19-5.bmp,0,0
3x3,8,37145-19-5.bmp,0,0
3x3,9,37145-19-5.bmp,606,150
5x5,0,37145-19-5.bmp,0,0
5x5,1,37145-19-5.bmp,0,0
5x5,2,37145-19-5.bmp,0,0
5x5,3,37145-19-5.bmp,0,0
5x5,4,37145-19-5.bmp,0,0
5x5,5,37145-19-5.bmp,0,0
5x5,6,37145-19-5.bmp,0,0
5x5,7,37145-19-5.bmp,0,0
5x5,8,37145-19-5.bmp,0,0
5x5,9,37145-19-5.bmp,558,142
1x1,0,116151-9-6.bmp,0,0
1x1,1,116151-9-6.bmp,0,0
1x1,2,116151-9-6.bmp,0,0
1x1,3,116151-9-6.bmp,0,0
1x1,4,116151-9-6.bmp,0,0
1x1,5,116151-9-6.bmp,0,0
1x1,6,116151-9-6.bmp,0,0
1x1,7,116151-9-6.bmp,0,0
1x1,8,116151-9-6.bmp,0,0
1x1,9,116151-9-6.bmp,277,128
2x2,0,116151-9-6.bmp,0,0
2x2,1,116151-9-6.bmp,0,0
2x2,2,116151-9-6.bmp,0,0
2x2,3,116151-9-6.bmp,0,0
2x2,4,116151-9-6.bmp,0,0
2x2,5,116151-9-6.bmp,0,0
2x2,6,116151-9-6.bmp,0,0
2x2,7,116151-9-6.bmp,0,0
2x2,8,116151-9-6.bmp,0,0
2x2,9,116151-9-6.bmp,247,117
3x3,0,116151-9-6.bmp,0,0
3x3,1,116151-9-6.bmp,0,0
3x3,2,116151-9-6.bmp,0,0
3x3,3,116151-9-6.bmp,0,0
3x3,4,116151-9-6.bmp,0,0
3x3,5,116151-9-6.bmp,0,0
3x3,6,116151-9-6.bmp,0,0
3x3,7,116151-9-6.bmp,0,0
3x3,8,116151-9-6.bmp,0,0
3x3,9,116151-9-6.bmp,277,128
5x5,0,116151-9-6.bmp,0,0
5x5,1,116151-9-6.bmp,0,0
5x5,2,116151-9-6.bmp,0,0
5x5,3,116151-9-6.bmp,0,0
5x5,4,116151-9-6.bmp,0,0
5x5,5,116151-9-6.bmp,0,0
5x5,6,116151-9-6.bmp,0,0
5x5,7,116151-9-6.bmp,0,0
5x5,8,116151-9-6.bmp,0,0
5x5,9,116151-9-6.bmp,255,120
1x1,0,136150-1-6.bmp,0,0
1x1,1,136150-1-6.bmp,0,0
1x1,2,136150-1-6.bmp,0,0
1x1,3,136150-1-6.bmp,0,0
1x1,4,136150-1-6.bmp,0,0
1x1,5,136150-1-6.bmp,0,0
1x1,6,136150-1-6.bmp,0,0
1x1,7,136150-1-6.bmp,0,0
1x1,8,136150-1-6.bmp,0,0
1x1,9,136150-1-6.bmp,281,139
2x2,0,136150-1-6.bmp,0,0
2x2,1,136150-1-6.bmp,0,0
2x2,2,136150-1-6.bmp,0,0
2x2,3,136150-1-6.bmp,0,0
2x2,4,136150-1-6.bmp,0,0
2x2,5,136150-1-6.bmp,0,0
2x2,6,136150-1-6.bmp,0,0
2x2,7,136150-1-6.bmp,0,0
2x2,8,136150-1-6.bmp,0,0
2x2,9,136150-1-6.bmp,261,131
3x3,0,136150-1-6.bmp,0,0
3x3,1,136150-1-6.bmp,0,0
3x3,2,136150-1-6.bmp,0,0
3x3,3,136150-1-6.bmp,0,0
3x3,4,136150-1-6.bmp,0,0
3x3,5,136150-1-6.bmp,0,0
3x3,6,136150-1-6.bmp,0,0
3x3,7,136150-1-6.bmp,0,0
3x3,8,136150-1-6.bmp,0,0
3x3,9,136150-1-6.bmp,273,132
5x5,0,136150-1-6.bmp,0,0
5x5,1,136150-1-6.bmp,0,0
5x5,2,136150-1-6.bmp,0,0
5x5,3,136150-1-6.bmp,0,0
5x5,4,136150-1-6.bmp,0,0
5x5,5,136150-1-6.bmp,0,0
5x5,6,136150-1-6.bmp,0,0
5x5,7,136150-1-6.bmp,0,0
5x5,8,136150-1-6.bmp,0,0
5x5,9,136150-1-6.bmp,251,124
1x1,0,126118-23-4.bmp,0,0
1x1,1,126118-23-4.bmp,0,0
1x1,2,126118-23-4.bmp,0,0
1x1,3,126118-23-4.bmp,0,0
1x1,4,126118-23-4.bmp,0,0
1x1,5,126118-23-4.bmp,0,0
1x1,6,126118-23-4.bmp,0,0
1x1,7,126118-23-4.bmp,0,0
1x1,8,126118-23-4.bmp,0,0
1x1,9,126118-23-4.bmp,250,100
2x2,0,126118-23-4.bmp,0,0
2x2,1,126118-23-4.bmp,0,0
2x2,2,126118-23-4.bmp,0,0
2x2,3,126118-23-4.bmp,0,0
2x2,4,126118-23-4.bmp,0,0
2x2,5,126118-23-4.bmp,0,0
2x2,6,126118-23-4.bmp,0,0
2x2,7,126118-23-4.bmp,0,0
2x2,8,126118-23-4.bmp,0,0
2x2,9,126118-23-4.bmp,241,95
3x3,0,126118-23-4.bmp,0,0
3x3,1,126118-23-4.bmp,0,0
3x3,2,126118-23-4.bmp,0,0
3x3,3,126118-23-4.bmp,0,0
3x3,4,126118-23-4.bmp,0,0
3x3,5,126118-23-4.bmp,0,0
3x3,6,126118-23-4.bmp,0,0
3x3,7,126118-23-4.bmp,0,0
3x3,8,126118-23-4.bmp,0,0
3x3,9,126118-23-4.bmp,200,88
5x5,0,126118-23-4.bmp,0,0
5x5,1,126118-23-4.bmp,0,0
5x5,2,126118-23-4.bmp,0,0
5x5,3,126118-23-4.bmp,0,0
5x5,4,126118-23-4.bmp,0,0
5x5,5,126118-23-4.bmp,0,0
5x5,6,126118-23-4.bmp,0,0
5x5,7,126118-23-4.bmp,0,0
5x5,8,126118-23-4.bmp,0,0
5x5,9,126118-23-4.bmp,161,89
1x1,0,126117-13-6.bmp,0,0
1x1,1,126117-13-6.bmp,0,0
1x1,2,126117-13-6.bmp,0,0
1x1,3,126117-13-6.bmp,0,0
1x1,4,126117-13-6.bmp,0,0
1x1,5,126117-13-6.bmp,0,0
1x1,6,126117-13-6.bmp,0,0
1x1,7,126117-13-6.bmp,0,0
1x1,8,126117-13-6.bmp,0,0
1x1,9,126117-13-6.bmp,210,98
2x2,0,126117-13-6.bmp,0,0
2x2,1,126117-13-6.bmp,0,0
2x2,2,126117-13-6.bmp,0,0
2x2,3,126117-13-6.bmp,0,0
2x2,4,126117-13-6.bmp,0,0
2x2,5,126117-13-6.bmp,0,0
2x2,6,126117-13-6.bmp,0,0
2x2,7,126117-13-6.bmp,0,0
2x2,8,126117-13-6.bmp,0,0
2x2,9,126117-13-6.bmp,187,93
3x3,0,126117-13-6.bmp,0,0
3x3,1,126117-13-6.bmp,0,0
3x3,2,126117-13-6.bmp,0,0
3x3,3,126117-13-6.bmp,0,0
